MC	<p>888a_1e0f</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Sweet tastants are detected mainly by direct passage of glucose through a membrane channel.	Incorrect	Each olfactory sensory neuron expresses many different olfactory receptor genes.	Incorrect	In olfaction, odorant binding decreases <strong>cAMP</strong> by directly inhibiting adenylyl cyclase.	Incorrect	Phosphodiesterase can terminate cyclic nucleotide signals by breaking down <strong><strong>cAMP</strong></strong> or <strong><strong>cGMP</strong></strong>.	Correct	Each odorant activates only one receptor, so smell has a one odor to one receptor code.	Incorrect
MC	<p>8323_9609</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	<strong>cAMP</strong> can open cyclic nucleotide gated (CNG) ion channels in olfactory neurons.	Incorrect	Many bitter compounds are detected through <strong>GPCR</strong> signaling in taste receptor cells.	Incorrect	Sour tastants are detected because they increase pH inside taste receptor cells.	Correct	In olfaction, an odorant can activate a G protein that stimulates adenylyl cyclase.	Incorrect	Salty taste is often detected by direct ion flow across the membrane.	Incorrect
MC	<p>8323_e081</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Olfactory sensory neurons typically express one olfactory receptor gene.	Incorrect	Salty taste commonly involves ion movement through channels rather than <strong>GPCR</strong> signaling.	Incorrect	Cyclic nucleotide phosphodiesterases reduce signaling by hydrolyzing cyclic nucleotides.	Incorrect	Sweet taste is often detected by <strong>GPCR</strong> type receptors on taste cells.	Incorrect	In olfaction, odorant binding decreases <strong><strong>cAMP</strong></strong> by directly inhibiting adenylyl cyclase.	Correct
MC	<p>888a_913c</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Olfactory transduction primarily depends on <strong>cGMP</strong> made by guanylyl cyclase.	Incorrect	In olfactory neurons, <strong>cAMP</strong> closes CNG channels to trigger depolarization.	Incorrect	Sweet tastants are detected mainly by direct passage of glucose through a membrane channel.	Incorrect	Phosphodiesterase makes <strong>cAMP</strong> from ATP and starts signaling.	Incorrect	Bitter taste commonly uses <strong><strong>GPCR</strong></strong> type receptors and downstream signaling.	Correct
MC	<p>8323_6ba5</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Salty taste commonly involves ion movement through channels rather than <strong>GPCR</strong> signaling.	Incorrect	Bitter taste commonly uses <strong>GPCR</strong> type receptors and downstream signaling.	Incorrect	A single olfactory sensory neuron usually expresses one receptor type.	Incorrect	In olfaction, ion channels open only after <strong><strong>cAMP</strong></strong> is converted into <strong><strong>cGMP</strong></strong>.	Correct	In olfaction, an odorant can activate a G protein that stimulates adenylyl cyclase.	Incorrect
MC	<p>8323_b6d5</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	<strong>cAMP</strong> can open cyclic nucleotide gated (CNG) ion channels in olfactory neurons.	Incorrect	Signal amplification can occur when one activated receptor leads to many downstream second messengers.	Incorrect	Each odorant activates only one receptor, so smell has a one odor to one receptor code.	Correct	In sour sensing cells, protons (H+) can directly change ion channel activity.	Incorrect	Olfactory sensory neurons typically express one olfactory receptor gene.	Incorrect
MC	<p>888a_3dc1</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Most odorants are detected by receptor tyrosine kinases in olfactory neurons.	Incorrect	Bitter tastants are detected by the same receptor used for salty taste.	Incorrect	Sweet taste is often detected by <strong><strong>GPCR</strong></strong> type receptors on taste cells.	Correct	Each olfactory sensory neuron expresses many different olfactory receptor genes.	Incorrect	Phosphodiesterase makes <strong>cAMP</strong> from ATP and starts signaling.	Incorrect
MC	<p>888a_aef3</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Odor identity is determined only by odorant concentration,<strong> <strong>NOT</strong> </strong>by receptor patterns.	Incorrect	Salty taste is often detected by direct ion flow across the membrane.	Correct	Sour tastants are detected because they increase pH inside taste receptor cells.	Incorrect	Phosphodiesterase increases cyclic nucleotide levels by synthesizing <strong>cAMP</strong> and <strong>cGMP</strong>.	Incorrect	Sweet tastants are detected mainly by direct passage of glucose through a membrane channel.	Incorrect
MC	<p>8323_c752</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	<strong>cAMP</strong> can open cyclic nucleotide gated (CNG) ion channels in olfactory neurons.	Incorrect	Phosphodiesterase can terminate cyclic nucleotide signals by breaking down <strong>cAMP</strong> or <strong>cGMP</strong>.	Incorrect	A single olfactory sensory neuron usually expresses one receptor type.	Incorrect	Sour taste is caused by <strong>Na<sup>+</sup></strong> entering taste cells through ENaC channels.	Correct	A signaling cascade can amplify a small input into a larger cellular response.	Incorrect
MC	<p>888a_0867</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Sour tastants are detected because they increase pH inside taste receptor cells.	Incorrect	Salty taste is primarily detected by nuclear hormone receptors in taste cells.	Incorrect	Phosphodiesterase increases cyclic nucleotide levels by synthesizing <strong>cAMP</strong> and <strong>cGMP</strong>.	Incorrect	A single olfactory sensory neuron expresses every odorant receptor type.	Incorrect	Odor identity is encoded by patterns of activity across many receptor types.	Correct
MC	<p>888a_bfe4</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	In olfactory neurons, <strong>cAMP</strong> closes CNG channels to trigger depolarization.	Incorrect	Cyclic nucleotide phosphodiesterases reduce signaling by hydrolyzing cyclic nucleotides.	Correct	Sweet taste is detected by a voltage gated sodium channel on taste cells.	Incorrect	Bitter tastants are detected by the same receptor used for salty taste.	Incorrect	Olfactory transduction primarily depends on <strong>cGMP</strong> made by guanylyl cyclase.	Incorrect
MC	<p>888a_6535</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	A cascade is less sensitive because it prevents second messenger production.	Incorrect	In olfaction, odorant binding decreases <strong>cAMP</strong> by directly inhibiting adenylyl cyclase.	Incorrect	Most odorants are detected by receptor tyrosine kinases in olfactory neurons.	Incorrect	Taste transduction bypasses synapses and directly activates the cortex.	Incorrect	Odor identity is encoded by patterns of activity across many receptor types.	Correct
MC	<p>888a_7f82</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Taste receptor cells do<strong> <strong>NOT</strong> </strong>communicate with neurons and act only as passive sensors.	Incorrect	Olfactory transduction primarily depends on <strong>cGMP</strong> made by guanylyl cyclase.	Incorrect	In mammals, olfactory receptors are ligand gated ion channels that open directly when an odorant binds.	Incorrect	Signal amplification means each signaling step reduces the number of activated molecules.	Incorrect	In olfaction, <strong><strong>cAMP</strong></strong> can act as a second messenger that gates ion channels.	Correct
MC	<p>8323_b9bb</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Bitter taste commonly uses <strong>GPCR</strong> type receptors and downstream signaling.	Incorrect	In olfaction, <strong>cAMP</strong> can act as a second messenger that gates ion channels.	Incorrect	Salty taste commonly involves ion movement through channels rather than <strong>GPCR</strong> signaling.	Incorrect	Each olfactory sensory neuron expresses many different olfactory receptor genes.	Correct	Odorant binding can lead to <strong>G<sub>olf</sub></strong> activation and increased <strong>cAMP</strong> production.	Incorrect
MC	<p>888a_565d</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Taste receptor cells do<strong> <strong>NOT</strong> </strong>communicate with neurons and act only as passive sensors.	Incorrect	Salty taste is primarily detected by nuclear hormone receptors in taste cells.	Incorrect	In olfaction, odorant binding decreases <strong>cAMP</strong> by directly inhibiting adenylyl cyclase.	Incorrect	Olfactory sensory neurons typically express one olfactory receptor gene.	Correct	In olfactory neurons, <strong>cAMP</strong> closes CNG channels to trigger depolarization.	Incorrect
MC	<p>888a_3bba</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	A cascade is less sensitive because it prevents second messenger production.	Incorrect	In olfaction, odorant binding decreases <strong>cAMP</strong> by directly inhibiting adenylyl cyclase.	Incorrect	Phosphodiesterase can terminate cyclic nucleotide signals by breaking down <strong><strong>cAMP</strong></strong> or <strong><strong>cGMP</strong></strong>.	Correct	In olfactory neurons, <strong>cAMP</strong> closes CNG channels to trigger depolarization.	Incorrect	Sour tastants are detected because they increase pH inside taste receptor cells.	Incorrect
MC	<p>888a_3074</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	A cascade is less sensitive because it prevents second messenger production.	Incorrect	Taste receptor cells do<strong> <strong>NOT</strong> </strong>communicate with neurons and act only as passive sensors.	Incorrect	Each odorant activates only one receptor, so smell has a one odor to one receptor code.	Incorrect	Salty taste is primarily detected by nuclear hormone receptors in taste cells.	Incorrect	<strong><strong>cAMP</strong></strong> can open cyclic nucleotide gated (CNG) ion channels in olfactory neurons.	Correct
MC	<p>8323_be91</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Phosphodiesterase increases cyclic nucleotide levels by synthesizing <strong><strong>cAMP</strong></strong> and <strong><strong>cGMP</strong></strong>.	Correct	Sour taste is linked to high acidity and elevated <strong>H<sub>3</sub>O<sup>+</sup></strong> in foods.	Incorrect	Many bitter compounds are detected through <strong>GPCR</strong> signaling in taste receptor cells.	Incorrect	Odor identity is encoded by patterns of activity across many receptor types.	Incorrect	Salty taste commonly involves ion movement through channels rather than <strong>GPCR</strong> signaling.	Incorrect
MC	<p>8323_9dde</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Bitter tastants are detected by the same receptor used for salty taste.	Correct	Salty taste commonly involves ion movement through channels rather than <strong>GPCR</strong> signaling.	Incorrect	Odor identity is encoded by patterns of activity across many receptor types.	Incorrect	Sweet taste commonly uses a <strong>GPCR</strong> pathway rather than a simple ion channel pore.	Incorrect	Olfactory receptors are commonly seven-transmembrane <strong>GPCR</strong> proteins.	Incorrect
MC	<p>888a_2fc9</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Salty taste depends on <strong>GPCR</strong> activation of adenylyl cyclase and <strong>cAMP</strong>.	Incorrect	Phosphodiesterase makes <strong>cAMP</strong> from ATP and starts signaling.	Incorrect	Many bitter compounds are detected through <strong><strong>GPCR</strong></strong> signaling in taste receptor cells.	Correct	Sour taste is caused by <strong>Na<sup>+</sup></strong> entering taste cells through ENaC channels.	Incorrect	A single olfactory sensory neuron expresses every odorant receptor type.	Incorrect
MC	<p>8323_d96b</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Sour taste is linked to high acidity and elevated <strong>H<sub>3</sub>O<sup>+</sup></strong> in foods.	Incorrect	Signal amplification can occur when one activated receptor leads to many downstream second messengers.	Incorrect	Cyclic nucleotide phosphodiesterases reduce signaling by hydrolyzing cyclic nucleotides.	Incorrect	Each olfactory sensory neuron expresses many different olfactory receptor genes.	Correct	Many bitter compounds are detected through <strong>GPCR</strong> signaling in taste receptor cells.	Incorrect
MC	<p>8323_d70d</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	In sour sensing cells, protons (H+) can directly change ion channel activity.	Incorrect	In olfaction, <strong>cAMP</strong> can act as a second messenger that gates ion channels.	Incorrect	Salty taste is primarily detected by nuclear hormone receptors in taste cells.	Correct	Phosphodiesterase can terminate cyclic nucleotide signals by breaking down <strong>cAMP</strong> or <strong>cGMP</strong>.	Incorrect	A signaling cascade can amplify a small input into a larger cellular response.	Incorrect
MC	<p>8323_1e00</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	In sour sensing cells, protons (H+) can directly change ion channel activity.	Incorrect	Many bitter compounds are detected through <strong>GPCR</strong> signaling in taste receptor cells.	Incorrect	Salty taste is often detected by direct ion flow across the membrane.	Incorrect	Many odorants activate multiple receptors, producing a combinatorial code.	Incorrect	Sweet tastants are detected mainly by direct passage of glucose through a membrane channel.	Correct
MC	<p>8323_ff03</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Taste receptor cells do<strong> <strong>NOT</strong> </strong>communicate with neurons and act only as passive sensors.	Correct	Bitter taste commonly uses <strong>GPCR</strong> type receptors and downstream signaling.	Incorrect	Sweet taste is often detected by <strong>GPCR</strong> type receptors on taste cells.	Incorrect	Salty taste is often detected by direct ion flow across the membrane.	Incorrect	Cyclic nucleotide phosphodiesterases reduce signaling by hydrolyzing cyclic nucleotides.	Incorrect
MC	<p>8323_0af6</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Signal amplification can occur when one activated receptor leads to many downstream second messengers.	Incorrect	Salty taste is often detected by direct ion flow across the membrane.	Incorrect	Odor identity is encoded by patterns of activity across many receptor types.	Incorrect	<strong>cAMP</strong> can open cyclic nucleotide gated (CNG) ion channels in olfactory neurons.	Incorrect	Sour taste is caused by <strong>Na<sup>+</sup></strong> entering taste cells through ENaC channels.	Correct
MC	<p>888a_8a6f</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Taste receptor cells do<strong> <strong>NOT</strong> </strong>communicate with neurons and act only as passive sensors.	Incorrect	In olfaction, an odorant can activate a G protein that stimulates adenylyl cyclase.	Correct	A cascade is less sensitive because it prevents second messenger production.	Incorrect	In mammals, olfactory receptors are ligand gated ion channels that open directly when an odorant binds.	Incorrect	Bitter taste occurs only when taste cells take up large amounts of <strong>Ca<sup>2+</sup></strong> from food.	Incorrect
MC	<p>8323_5807</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Taste transduction bypasses synapses and directly activates the cortex.	Correct	A signaling cascade can amplify a small input into a larger cellular response.	Incorrect	Salty taste commonly involves ion movement through channels rather than <strong>GPCR</strong> signaling.	Incorrect	Phosphodiesterase can terminate cyclic nucleotide signals by breaking down <strong>cAMP</strong> or <strong>cGMP</strong>.	Incorrect	Many odorant receptors are <strong>GPCR</strong>s expressed in olfactory sensory neurons.	Incorrect
MC	<p>8323_9769</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Sour taste is linked to high acidity and elevated <strong>H<sub>3</sub>O<sup>+</sup></strong> in foods.	Incorrect	Taste receptor cells do<strong> <strong>NOT</strong> </strong>communicate with neurons and act only as passive sensors.	Correct	Odorant binding can lead to <strong>G<sub>olf</sub></strong> activation and increased <strong>cAMP</strong> production.	Incorrect	<strong>cAMP</strong> can open cyclic nucleotide gated (CNG) ion channels in olfactory neurons.	Incorrect	Bitter taste commonly uses <strong>GPCR</strong> type receptors and downstream signaling.	Incorrect
MC	<p>888a_12de</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	In olfactory neurons, <strong>cAMP</strong> closes CNG channels to trigger depolarization.	Incorrect	Taste receptor cells do<strong> <strong>NOT</strong> </strong>communicate with neurons and act only as passive sensors.	Incorrect	Sweet taste is detected by a voltage gated sodium channel on taste cells.	Incorrect	A signaling cascade can amplify a small input into a larger cellular response.	Correct	In olfaction, odorant binding decreases <strong>cAMP</strong> by directly inhibiting adenylyl cyclase.	Incorrect
MC	<p>8323_6096</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Sweet taste is often detected by <strong>GPCR</strong> type receptors on taste cells.	Incorrect	Bitter taste occurs only when taste cells take up large amounts of <strong>Ca<sup>2+</sup></strong> from food.	Correct	Signal amplification can occur when one activated receptor leads to many downstream second messengers.	Incorrect	<strong>cAMP</strong> can open cyclic nucleotide gated (CNG) ion channels in olfactory neurons.	Incorrect	A single olfactory sensory neuron usually expresses one receptor type.	Incorrect
MC	<p>888a_1e2a</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	In olfaction, an odorant can activate a G protein that stimulates adenylyl cyclase.	Correct	Phosphodiesterase makes <strong>cAMP</strong> from ATP and starts signaling.	Incorrect	In olfactory neurons, <strong>cAMP</strong> closes CNG channels to trigger depolarization.	Incorrect	Most odorants are detected by receptor tyrosine kinases in olfactory neurons.	Incorrect	Sweet tastants are detected mainly by direct passage of glucose through a membrane channel.	Incorrect
MC	<p>888a_e32d</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Each olfactory sensory neuron expresses many different olfactory receptor genes.	Incorrect	Salty taste depends on <strong>GPCR</strong> activation of adenylyl cyclase and <strong>cAMP</strong>.	Incorrect	Olfactory transduction primarily depends on <strong>cGMP</strong> made by guanylyl cyclase.	Incorrect	Odor identity is encoded by patterns of activity across many receptor types.	Correct	A cascade is less sensitive because it prevents second messenger production.	Incorrect
MC	<p>888a_ca37</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Bitter tastants are detected by the same receptor used for salty taste.	Incorrect	Many odorant receptors are <strong><strong>GPCR</strong></strong>s expressed in olfactory sensory neurons.	Correct	Phosphodiesterase increases cyclic nucleotide levels by synthesizing <strong>cAMP</strong> and <strong>cGMP</strong>.	Incorrect	Sweet taste is detected by a voltage gated sodium channel on taste cells.	Incorrect	In olfaction, ion channels open only after <strong>cAMP</strong> is converted into <strong>cGMP</strong>.	Incorrect
MC	<p>8323_b58c</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Salty taste is often detected by direct ion flow across the membrane.	Incorrect	Sour taste is linked to high acidity and elevated <strong>H<sub>3</sub>O<sup>+</sup></strong> in foods.	Incorrect	In olfaction, <strong>cAMP</strong> can act as a second messenger that gates ion channels.	Incorrect	A single olfactory sensory neuron usually expresses one receptor type.	Incorrect	Signal amplification means each signaling step reduces the number of activated molecules.	Correct
MC	<p>8323_3482</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	Each odorant activates only one receptor, so smell has a one odor to one receptor code.	Correct	Sweet taste is often detected by <strong>GPCR</strong> type receptors on taste cells.	Incorrect	Phosphodiesterase can terminate cyclic nucleotide signals by breaking down <strong>cAMP</strong> or <strong>cGMP</strong>.	Incorrect	Taste transduction ends with synaptic signaling to sensory neurons.	Incorrect	Salty taste is often detected by direct ion flow across the membrane.	Incorrect
MC	<p>8323_cfd6</p> <p>Which one of the following statements is<strong> <span style="color: #ba372a;"><strong>FALSE</strong></span> </strong> of chemosensation (smell and taste)?</p>	In olfaction, ion channels open only after <strong><strong>cAMP</strong></strong> is converted into <strong><strong>cGMP</strong></strong>.	Correct	Sweet taste commonly uses a <strong>GPCR</strong> pathway rather than a simple ion channel pore.	Incorrect	Taste receptor cells can release neurotransmitter onto afferent neurons.	Incorrect	Odorant binding can lead to <strong>G<sub>olf</sub></strong> activation and increased <strong>cAMP</strong> production.	Incorrect	Bitter taste commonly uses <strong>GPCR</strong> type receptors and downstream signaling.	Incorrect
MC	<p>888a_9451</p> <p>Which one of the following statements is<strong> <span style="color: #127663;"><strong>TRUE</strong></span> </strong> regarding chemosensation (smell and taste)?</p>	Sweet tastants are detected mainly by direct passage of glucose through a membrane channel.	Incorrect	A cascade is less sensitive because it prevents second messenger production.	Incorrect	Salty taste is primarily detected by nuclear hormone receptors in taste cells.	Incorrect	Sour taste is linked to high acidity and elevated <strong>H<sub>3</sub>O<sup>+</sup></strong> in foods.	Correct	Phosphodiesterase makes <strong>cAMP</strong> from ATP and starts signaling.	Incorrect
